,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P300,[0-6],[0-7],[0-5],[0-9],[0-8],[0-9],[0-7],[0-6],[0-5],[0-5],[0-5],[0-8],[0-6],[0-6],[0-9],[0-9],[0-7],[0-6],[0-5],[0-5],[0-7],[0-7],[0-9],[0-6],[0-6],[0-6],[0-4],[0-5],[0-6],[0-6],[0-6],[0-7],[0-6],[0-7],[0-5],[0-5],[0-7],[0-6],[0-9],[0-8],[0-5],[0-7],[0-4],[0-6],[0-5],[0-5],[0-4],[0-8],[0-9],[0-5],[0-9],[0-6],cbc,Group: 48
P786,[0-6],[0-7],[0-5],[0-9],[0-8],[0-9],[0-7],[0-6],[0-5],[0-5],[0-5],[0-8],[0-6],[0-6],[0-9],[0-9],[0-7],[0-6],[0-5],[0-5],[0-7],[0-7],[0-9],[0-6],[0-6],[0-6],[0-4],[0-5],[0-6],[0-6],[0-6],[0-7],[0-6],[0-7],[0-5],[0-5],[0-7],[0-6],[0-9],[0-8],[0-5],[0-7],[0-4],[0-6],[0-5],[0-5],[0-4],[0-8],[0-9],[0-5],[0-9],[0-6],cbc,Group: 48
P586,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],aba,Group: 49
P201,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],aba,Group: 49
P609,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],aba,Group: 49
P318,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bab,Group: 49
P756,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bab,Group: 49
P313,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bab,Group: 49
P2,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bcb,Group: 49
P307,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bcb,Group: 49
P666,[0-10],[0-11],[0-7],[0-9],[0-9],[0-8],[0-8],[0-11],[0-8],[0-8],[1-11],[0-7],[0-8],[0-6],[0-13],[0-9],[0-7],[0-11],[0-7],[0-9],[0-7],[0-11],[0-9],[0-9],[1-13],[0-14],[0-8],[0-8],[0-8],[0-13],[0-7],[0-6],[0-5],[0-8],[0-7],[0-10],[0-6],[0-10],[0-11],[0-5],[1-7],[0-8],[0-7],[0-6],[0-7],[0-8],[0-9],[0-5],[0-6],[0-8],[0-12],[0-11],bcb,Group: 49
P556,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],bba,Group: 50
P536,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],bba,Group: 50
P783,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],baa,Group: 50
P565,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],baa,Group: 50
P526,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],aba,Group: 50
P534,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],aba,Group: 50
P506,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],baa,Group: 50
P540,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],baa,Group: 50
P268,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],bab,Group: 50
P638,[4-23],[7-19],[7-26],[7-23],[3-21],[8-24],[7-23],[8-17],[11-23],[9-27],[6-19],[4-23],[7-29],[8-23],[6-20],[5-20],[9-24],[8-32],[7-24],[5-24],[7-23],[7-26],[7-30],[9-23],[10-35],[9-25],[3-17],[4-18],[4-20],[3-14],[3-16],[7-14],[9-16],[5-14],[6-21],[7-28],[4-19],[4-17],[5-20],[4-17],[2-23],[4-14],[6-20],[4-26],[4-17],[4-23],[6-24],[6-25],[10-30],[6-23],[8-30],[10-29],bab,Group: 50
P173,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P120,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P140,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],bba,Group: 51
P96,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],bba,Group: 51
P623,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P617,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P19,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P70,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],baa,Group: 51
P176,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],bba,Group: 51
P143,[26-38],[25-44],[27-50],[26-47],[28-39],[28-42],[26-38],[28-44],[34-49],[27-41],[24-45],[27-53],[30-46],[19-43],[25-44],[26-47],[32-54],[24-49],[30-57],[29-48],[26-47],[22-41],[30-49],[25-49],[27-46],[18-34],[22-36],[16-30],[23-36],[25-36],[26-47],[18-47],[24-41],[24-41],[18-44],[25-43],[18-35],[17-38],[24-52],[19-38],[23-48],[21-48],[21-40],[19-50],[23-38],[21-36],[24-36],[18-41],[26-40],[21-39],[16-38],[13-32],bba,Group: 51
P110,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P309,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P165,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P147,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P332,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P550,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P166,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P625,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P304,[7-16],[4-14],[6-14],[6-21],[5-15],[5-19],[8-15],[6-15],[5-14],[7-17],[5-18],[5-15],[6-13],[3-16],[5-13],[6-15],[9-18],[6-16],[5-16],[8-13],[6-11],[6-13],[1-12],[5-14],[3-13],[6-17],[5-14],[4-12],[5-15],[2-12],[3-14],[3-12],[5-15],[5-13],[3-18],[6-12],[4-13],[3-12],[3-11],[5-12],[2-14],[6-14],[5-14],[4-21],[4-14],[3-11],[4-14],[3-12],[5-12],[4-16],[5-15],[3-17],baa,Group: 52
P518,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P99,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P162,[6-16],[5-17],[8-19],[5-21],[5-13],[5-19],[3-18],[8-18],[6-16],[7-19],[7-18],[5-15],[6-15],[7-16],[8-12],[8-25],[6-12],[5-17],[5-16],[4-14],[5-16],[5-13],[7-16],[7-15],[6-16],[4-17],[2-15],[3-12],[3-12],[0-12],[6-11],[4-12],[1-14],[4-16],[3-14],[5-12],[4-13],[2-13],[3-12],[4-10],[2-12],[4-11],[4-13],[4-14],[4-17],[3-13],[4-15],[4-19],[5-14],[6-13],[5-18],[4-17],baa,Group: 55
P430,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],abb,Group: 53
P745,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],abb,Group: 53
P571,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],bab,Group: 53
P364,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],bab,Group: 53
P431,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],aba,Group: 53
P614,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],aba,Group: 53
P94,[2-14],[3-18],[2-14],[2-18],[2-15],[2-18],[4-14],[4-15],[4-12],[2-13],[2-12],[4-16],[2-16],[3-15],[1-19],[3-18],[5-19],[5-16],[3-19],[3-18],[3-15],[5-17],[2-17],[6-14],[6-21],[4-18],[1-13],[2-10],[1-11],[3-13],[3-10],[2-13],[0-13],[3-8],[1-11],[2-15],[2-12],[2-14],[4-11],[2-12],[4-12],[1-15],[4-10],[1-13],[4-14],[4-17],[5-12],[2-16],[5-18],[2-12],[3-24],[6-27],aba,Group: 53
P71,[6-15],[4-13],[5-15],[2-18],[5-26],[3-19],[3-18],[4-18],[5-15],[6-19],[4-15],[6-15],[5-15],[6-16],[6-12],[4-16],[7-18],[5-14],[3-15],[4-13],[5-15],[5-13],[5-12],[3-14],[6-23],[4-14],[2-13],[2-11],[4-12],[0-10],[4-13],[3-13],[1-12],[3-16],[5-13],[5-13],[2-16],[5-12],[6-12],[4-10],[4-14],[2-7],[4-10],[3-13],[5-12],[3-12],[5-12],[4-19],[4-14],[2-18],[3-10],[5-12],baa,Group: 57
